,year_built,sqft,baths,stories,beds,garage,type,is_foreclosure,city,tags,price
33,1948.0,1637.0,2.0,1.0,3.0,,single_family,,Harrisburg,"['central_air', 'central_heat', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'washer_dryer', 'single_story', 'open_floor_plan', 'floor_plan', 'corner_lot', 'farm', 'ranch', 'new_roof']",266900
34,2023.0,1518.0,3.0,2.0,3.0,2.0,single_family,,Harrisburg,"['central_air', 'disability_features', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'high_ceiling', 'vaulted_ceiling', 'medicalcare']",497900
35,1987.0,1476.0,3.0,3.0,2.0,2.0,single_family,,Harrisburg,"['central_air', 'dishwasher', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'master_bedroom', 'ensuite', 'new_roof']",260000
36,1988.0,1488.0,3.0,2.0,3.0,2.0,single_family,,Harrisburg,"['central_air', 'disability_features', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'efficient', 'new_roof']",229995
37,1989.0,4733.0,4.0,4.0,4.0,2.0,single_family,,Harrisburg,"['central_air', 'dining_room', 'disability_features', 'fireplace', 'forced_air', 'hardwood_floors', 'spa_or_hot_tub', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'high_ceiling', 'vaulted_ceiling', 'cathedral_ceiling', 'big_lot', 'ensuite', 'new_roof']",703125
38,1995.0,2341.0,3.0,2.0,3.0,2.0,single_family,,Harrisburg,"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'waterfront', 'cathedral_ceiling', 'open_floor_plan', 'floor_plan']",465000
39,1900.0,2601.0,3.0,3.0,3.0,,townhomes,,Harrisburg,"['central_air', 'forced_air', 'view', 'water_view', 'basement', 'two_or_more_stories', 'waterfront', 'open_floor_plan', 'floor_plan', 'river_view', 'baseball']",230000
40,1923.0,1440.0,1.0,2.0,3.0,,townhomes,,Harrisburg,"['disability_features', 'dishwasher', 'washer_dryer', 'basement', 'two_or_more_stories', 'fenced_yard', 'front_porch', 'rental_property', 'efficient']",122500
41,1996.0,2492.0,4.0,2.0,4.0,2.0,single_family,,Harrisburg,"['central_air', 'dining_room', 'forced_air', 'spa_or_hot_tub', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'vaulted_ceiling', 'farm', 'shopping']",475000
0,1980.0,1524.0,2.0,1.0,3.0,1.0,single_family,True,Baton Rouge,"['carport', 'single_story', 'garage_1_or_more']",
1,2012.0,1533.0,3.0,1.0,3.0,3.0,condos,,Baton Rouge,"['central_air', 'central_heat', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'rental_property', 'gated_community', 'security']",
2,2004.0,1556.0,2.0,2.0,3.0,2.0,condos,,Baton Rouge,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'laundry_room', 'pets_allowed', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'cathedral_ceiling', 'open_floor_plan', 'floor_plan', 'ensuite']",
3,1975.0,2136.0,2.0,1.0,4.0,4.0,single_family,,Baton Rouge,"['central_air', 'central_heat', 'single_story']",
4,2016.0,1663.0,2.0,1.0,3.0,2.0,single_family,,Baton Rouge,"['central_air', 'central_heat', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'energy_efficient', 'fireplace', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'ensuite', 'pond', 'clubhouse', 'trails', 'maintenance', 'shopping']",
5,1957.0,2250.0,2.0,1.0,3.0,2.0,single_family,,Baton Rouge,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'dishwasher', 'energy_efficient', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'groundscare']",
6,,761.0,0.0,,,,condo,,Baton Rouge,,
7,2020.0,1825.0,2.0,1.0,3.0,2.0,single_family,,Baton Rouge,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'lake_view', 'view', 'water_view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'waterfront', 'trails', 'lake', 'medicalcare', 'shopping']",
8,1984.0,3000.0,4.0,1.0,6.0,,multi_family,,Baton Rouge,"['central_air', 'central_heat', 'community_outdoor_space', 'laundry_room', 'single_story', 'big_yard', 'rental_property', 'new_roof']",
9,,,0.0,,,,land,,Baton Rouge,,
10,1992.0,2568.0,3.0,1.0,4.0,2.0,single_family,,Baton Rouge,"['central_air', 'central_heat', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'shopping', 'fixer_upper']",
11,,,0.0,,,,land,,Baton Rouge,,
12,1987.0,1485.0,2.0,1.0,3.0,2.0,single_family,,Baton Rouge,"['carport', 'central_air', 'central_heat', 'community_boat_facilities', 'community_security_features', 'dishwasher', 'energy_efficient', 'fireplace', 'recreation_facilities', 'rv_or_boat_parking', 'view', 'water_view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_bathroom', 'rv_parking', 'front_porch', 'ensuite']",
13,,,0.0,,,,land,,Baton Rouge,,
14,1997.0,1332.0,2.0,1.0,2.0,2.0,single_family,,Baton Rouge,"['central_air', 'central_heat', 'community_outdoor_space', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'open_floor_plan', 'floor_plan', 'shopping']",
15,1986.0,2406.0,3.0,1.0,4.0,,single_family,,Baton Rouge,"['carport', 'central_air', 'central_heat', 'corner_lot', 'cul_de_sac', 'energy_efficient', 'single_story', 'basketball_court', 'tennis_court', 'investment_opportunity', 'tennis', 'basketball', 'fixer_upper']",
16,1967.0,1810.0,2.0,1.0,3.0,2.0,single_family,,Baton Rouge,"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen']",
17,2005.0,1330.0,3.0,2.0,2.0,2.0,townhomes,,Baton Rouge,"['carport', 'central_air', 'central_heat', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'kitchen_island', 'tennis_court', 'ensuite', 'private_courtyard', 'clubhouse', 'tennis', 'trails', 'lake']",
18,2021.0,1825.0,2.0,1.0,3.0,2.0,single_family,,Baton Rouge,"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'river_view', 'view', 'water_view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'waterfront', 'beautiful_backyard']",
19,1998.0,1473.0,2.0,2.0,3.0,,condos,,Baton Rouge,"['central_air', 'central_heat', 'community_security_features', 'fireplace', 'pets_allowed', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories']",
20,1986.0,1334.0,2.0,2.0,2.0,2.0,townhomes,,Baton Rouge,"['carport', 'central_air', 'central_heat', 'community_security_features', 'corner_lot', 'dishwasher', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'open_floor_plan', 'floor_plan', 'big_lot']",
21,,,0.0,,,,land,,Baton Rouge,,
22,1971.0,1101.0,2.0,1.0,3.0,1.0,single_family,True,Baton Rouge,"['carport', 'central_air', 'central_heat', 'single_story', 'garage_1_or_more', 'rental_property']",
23,,,0.0,,,,land,,Baton Rouge,,
24,,,0.0,,,,land,,Baton Rouge,,
25,2008.0,1565.0,2.0,1.0,3.0,2.0,condos,,Baton Rouge,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'fireplace', 'lake_view', 'laundry_room', 'pets_allowed', 'view', 'water_view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'waterfront', 'granite_kitchen', 'ensuite', 'gated_community', 'views', 'security']",
26,1978.0,5508.0,0.0,,,,single_family,,Baton Rouge,,
27,,,0.0,,,,land,,Baton Rouge,,
28,1994.0,1991.0,2.0,1.0,4.0,3.0,single_family,,Baton Rouge,"['carport', 'central_air', 'central_heat', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'efficient', 'new_roof']",
29,1964.0,868.0,1.0,1.0,2.0,1.0,single_family,,Baton Rouge,"['central_heat', 'single_story', 'garage_1_or_more', 'rental_property']",
30,1984.0,3200.0,4.0,2.0,8.0,3.0,multi_family,,Baton Rouge,"['central_air', 'central_heat', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'rental_property', 'investment_opportunity']",
31,1961.0,1296.0,2.0,1.0,3.0,,single_family,,Baton Rouge,"['central_air', 'central_heat', 'single_story', 'modern_kitchen', 'large_kitchen', 'big_yard']",
32,,,0.0,,,,land,,Baton Rouge,,
33,1986.0,1109.0,3.0,2.0,2.0,2.0,townhomes,,Baton Rouge,"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'private_bathroom', 'gated_community', 'security']",
34,2013.0,1475.0,2.0,1.0,3.0,2.0,single_family,,Baton Rouge,"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'lake_view', 'view', 'water_view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'waterfront', 'open_floor_plan', 'floor_plan', 'gated_community', 'lake', 'security']",
35,,,0.0,,,,land,,Baton Rouge,,
36,,,0.0,,,,land,,Baton Rouge,,
37,1964.0,1508.0,1.0,1.0,4.0,,single_family,,Baton Rouge,"['fireplace', 'single_story', 'investment_opportunity']",
38,1976.0,2371.0,2.0,1.0,3.0,2.0,single_family,,Baton Rouge,"['central_air', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'master_bedroom', 'groundscare']",
39,,,0.0,,,,land,,Baton Rouge,,
40,2003.0,1805.0,2.0,1.0,3.0,2.0,single_family,,Baton Rouge,"['central_air', 'central_heat', 'dishwasher', 'energy_efficient', 'lake_view', 'view', 'water_view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'waterfront', 'high_ceiling', 'views', 'lake']",
41,2009.0,1550.0,2.0,1.0,3.0,2.0,single_family,,Baton Rouge,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'disability_features', 'dishwasher', 'energy_efficient', 'fireplace', 'lake_view', 'view', 'water_view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'open_kitchen', 'big_yard', 'high_ceiling', 'master_bedroom', 'ensuite']",
0,2003.0,2066.0,2.0,1.0,3.0,,single_family,,Antioch,"['central_air', 'central_heat', 'community_outdoor_space', 'cul_de_sac', 'dishwasher', 'fireplace', 'laundry_room', 'river_view', 'view', 'washer_dryer', 'water_view', 'single_story', 'garage_1_or_more', 'vaulted_ceiling', 'open_floor_plan', 'floor_plan']",400000
1,,,0.0,,,,single_family,,Nashville,,710000
2,1961.0,1350.0,1.0,1.0,3.0,,single_family,,Nashville,,1035800
3,1964.0,5016.0,4.0,2.0,0.0,,single_family,,Nashville,"['central_air', 'central_heat', 'city_view', 'hardwood_floors', 'view', 'basement', 'two_or_more_stories']",1075000
4,,,0.0,,,,condo,,Nashville,,534900
5,1990.0,4012.0,4.0,2.0,4.0,,single_family,,Antioch,,1041750
6,1986.0,1343.0,2.0,1.0,2.0,,condo,,Nashville,,430000
7,1946.0,744.0,1.0,1.0,2.0,,single_family,,Nashville,,500000
8,1983.0,1633.0,2.0,1.0,3.0,,single_family,,Pegram,,475000
9,1950.0,2499.0,2.0,1.0,3.0,,single_family,,Nashville,,1550000
10,1985.0,1436.0,2.0,1.0,2.0,,condo,,Nashville,,465000
11,,,0.0,1.0,,,mobile,,Joelton,,170000
12,1973.0,4428.0,3.0,1.0,4.0,,single_family,,Antioch,,1458250
13,2017.0,5519.0,5.0,1.0,5.0,,single_family,,Nashville,,3850000
14,1991.0,2080.0,2.0,2.0,4.0,,single_family,,Nashville,,850000
0,1954.0,768.0,1.0,1.0,2.0,1.0,single_family,,Jefferson City,"['central_air', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'modern_kitchen', 'big_yard', 'farm', 'ranch']",
1,1985.0,1460.0,2.0,2.0,2.0,1.0,condos,,Jefferson City,"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'community_swimming_pool']",
2,1975.0,3047.0,4.0,2.0,4.0,2.0,single_family,,Jefferson City,"['central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard']",
3,1979.0,1457.0,1.0,1.0,3.0,1.0,single_family,,Jefferson City,"['central_air', 'corner_lot', 'dishwasher', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'modern_kitchen', 'large_kitchen', 'fenced_yard']",
4,1996.0,3643.0,4.0,1.0,4.0,3.0,single_family,,Jefferson City,"['central_air', 'fireplace', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'jack_and_jill_bathroom', 'open_floor_plan', 'floor_plan', 'big_lot', 'views']",
5,1964.0,497.0,1.0,1.0,2.0,,mobile,,Jefferson City,"['central_air', 'forced_air', 'single_story']",
6,1960.0,,0.0,,,,multi_family,,Jefferson City,"['central_air', 'forced_air']",
7,1955.0,3750.0,5.0,2.0,,2.0,multi_family,,Jefferson City,"['central_air', 'community_security_features', 'forced_air', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'rental_property']",
8,,,0.0,,,,single_family,,Jefferson City,,
9,,2100.0,3.0,,3.0,2.0,single_family,,Jefferson City,"['central_air', 'city_view', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'single_story', 'big_yard', 'farm', 'ranch', 'shopping']",
10,1958.0,1302.0,2.0,2.0,3.0,1.0,single_family,,Jefferson City,"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'recreation_facilities', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'modern_kitchen', 'large_kitchen', 'big_yard', 'clubhouse', 'groundscare']",
11,,1809.0,3.0,2.0,4.0,2.0,single_family,,Jefferson City,"['central_air', 'city_view', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'master_bathroom', 'master_bedroom', 'open_floor_plan', 'floor_plan']",
12,2009.0,1550.0,3.0,2.0,3.0,2.0,single_family,,Jefferson City,"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'solar_system', 'farm', 'ranch', 'smart_homes']",
13,,,0.0,,,,other,,Jefferson City,,
14,1984.0,1394.0,1.0,2.0,3.0,,single_family,,Jefferson City,"['central_air', 'forced_air', 'two_or_more_stories', 'master_bedroom']",
15,2009.0,1522.0,2.0,1.0,3.0,2.0,single_family,,Jefferson City,"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'views']",
16,2021.0,2209.0,3.0,2.0,4.0,2.0,single_family,,Jefferson City,"['central_air', 'dishwasher', 'family_room', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'master_suite']",
17,1930.0,2066.0,2.0,2.0,4.0,,single_family,,Jefferson City,,
18,1989.0,1500.0,2.0,1.0,2.0,2.0,single_family,,Jefferson City,,
19,2001.0,2812.0,2.0,1.0,2.0,2.0,condo,,Jefferson City,,
0,1954.0,2107.0,2.0,1.0,3.0,,single_family,,Santa Fe,"['carport', 'community_security_features', 'dishwasher', 'hardwood_floors', 'washer_dryer', 'single_story', 'floor_plan', 'rental_property']",
1,1980.0,1076.0,2.0,1.0,2.0,,single_family,,Santa Fe,"['dishwasher', 'fireplace', 'washer_dryer', 'single_story', 'open_floor_plan', 'floor_plan', 'ensuite', 'investment_opportunity', 'trails', 'shopping']",
2,1920.0,3271.0,4.0,2.0,3.0,,single_family,,Santa Fe,"['carport', 'community_security_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'washer_dryer', 'two_or_more_stories', 'guest_house', 'big_lot']",
3,1995.0,2340.0,3.0,1.0,3.0,2.0,condos,,Santa Fe,"['community_security_features', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan']",
4,1972.0,800.0,1.0,1.0,2.0,,single_family,,Santa Fe,"['single_story', 'waterfront', 'big_lot', 'trails']",
5,2008.0,6080.0,5.0,1.0,5.0,4.0,single_family,,Santa Fe,"['dishwasher', 'fireplace', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'guest_house', 'trails', 'views']",
6,1978.0,4360.0,4.0,1.0,4.0,3.0,single_family,,Santa Fe,"['community_security_features', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'high_ceiling', 'solar_system', 'outbuilding', 'library', 'big_lot', 'solar_panels', 'views']",
7,2002.0,2044.0,4.0,2.0,3.0,2.0,single_family,,Santa Fe,"['community_security_features', 'dishwasher', 'fireplace', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'corner_lot', 'ensuite', 'shopping']",
8,1998.0,1551.0,2.0,1.0,4.0,,mobile,,Santa Fe,"['forced_air', 'single_story', 'updated_kitchen', 'modern_kitchen', 'large_kitchen', 'open_kitchen', 'open_floor_plan', 'floor_plan', 'new_roof', 'shopping']",
9,2018.0,1914.0,3.0,2.0,3.0,2.0,condos,,Santa Fe,"['community_security_features', 'dishwasher', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'kitchen_island', 'large_kitchen', 'open_kitchen', 'high_ceiling', 'rental_property', 'ensuite', 'river_view', 'trails', 'shopping']",
10,2004.0,1612.0,2.0,1.0,3.0,2.0,single_family,,Santa Fe,"['community_security_features', 'dishwasher', 'fireplace', 'recreation_facilities', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'high_ceiling', 'park', 'trails']",
11,1940.0,1650.0,2.0,2.0,3.0,,single_family,,Santa Fe,"['community_security_features', 'dishwasher', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'new_roof']",
12,2005.0,912.0,1.0,1.0,1.0,1.0,condos,,Santa Fe,"['carport', 'central_air', 'community_security_features', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'single_story', 'garage_1_or_more', 'updated_kitchen', 'open_floor_plan', 'floor_plan', 'new_roof', 'views']",
13,2004.0,2434.0,2.0,1.0,3.0,2.0,single_family,,Santa Fe,"['community_security_features', 'fireplace', 'recreation_facilities', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'trails', 'greenbelt', 'views']",
14,2000.0,1224.0,2.0,1.0,3.0,2.0,single_family,,Santa Fe,"['central_air', 'community_clubhouse', 'dishwasher', 'fireplace', 'forced_air', 'recreation_facilities', 'tennis_court', 'washer_dryer', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'library', 'tennis', 'trails', 'hoa']",
15,1988.0,1184.0,2.0,2.0,2.0,,single_family,,Santa Fe,"['fireplace', 'forced_air', 'two_or_more_stories']",
16,1983.0,960.0,1.0,1.0,1.0,,condos,,Santa Fe,"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'gourmet_kitchen', 'private_courtyard']",
17,,,0.0,,,,land,,Santa Fe,"['hill_or_mountain_view', 'view', 'garage_1_or_more', 'rental_property', 'gated_community', 'security', 'maintenance']",
18,1978.0,8106.0,8.0,2.0,12.0,5.0,single_family,,Santa Fe,"['fireplace', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'basement', 'waterfront', 'big_yard', 'master_bedroom', 'fruit_trees', 'well_water', 'rental_property', 'big_lot', 'groundscare']",
19,2018.0,2017.0,2.0,1.0,2.0,2.0,single_family,,Santa Fe,"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'ensuite']",
20,2004.0,1612.0,3.0,2.0,3.0,2.0,townhomes,,Santa Fe,"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'mountain_view', 'trails', 'views', 'maintenance']",
21,2006.0,1284.0,2.0,1.0,3.0,2.0,single_family,,Santa Fe,"['dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'clubhouse', 'shopping']",
22,1996.0,2619.0,3.0,1.0,3.0,,condos,,Santa Fe,"['dishwasher', 'fireplace', 'washer_dryer', 'single_story', 'guest_house', 'big_lot']",
23,1991.0,1896.0,2.0,2.0,2.0,2.0,single_family,,Santa Fe,"['community_clubhouse', 'community_security_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'tennis_court', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'modern_kitchen', 'large_kitchen', 'high_ceiling', 'solar_system', 'clubhouse', 'tennis', 'views']",
24,1996.0,2668.0,2.0,2.0,3.0,2.0,single_family,,Santa Fe,"['dishwasher', 'fireplace', 'hardwood_floors', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'master_suite']",
25,1994.0,1476.0,2.0,1.0,3.0,2.0,single_family,,Santa Fe,"['central_air', 'fireplace', 'forced_air', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'high_ceiling', 'open_floor_plan', 'floor_plan', 'corner_lot', 'big_lot']",
26,2006.0,1280.0,3.0,2.0,2.0,,condos,,Santa Fe,"['central_air', 'community_clubhouse', 'community_security_features', 'dishwasher', 'fireplace', 'forced_air', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'rental_property', 'gated_community', 'private_courtyard', 'trails', 'security', 'shopping']",
27,1988.0,1192.0,2.0,2.0,2.0,1.0,townhomes,,Santa Fe,"['central_air', 'community_security_features', 'dishwasher', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'updated_kitchen', 'modern_kitchen', 'open_floor_plan', 'floor_plan', 'trails', 'shopping']",
28,1967.0,1958.0,2.0,1.0,3.0,,single_family,,Santa Fe,"['carport', 'community_security_features', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'basement', 'single_story', 'fenced_yard', 'no_hoa', 'big_lot', 'medicalcare']",
29,2004.0,1200.0,2.0,2.0,2.0,,condos,,Santa Fe,"['community_security_features', 'dishwasher', 'hardwood_floors', 'washer_dryer', 'two_or_more_stories', 'high_ceiling', 'shopping']",
30,1978.0,3400.0,3.0,1.0,3.0,3.0,single_family,,Santa Fe,"['central_air', 'community_clubhouse', 'community_security_features', 'dishwasher', 'fireplace', 'recreation_facilities', 'tennis_court', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'fenced_yard', 'floor_plan', 'solar_system', 'rental_property', 'solar_panels', 'maintenance']",
31,1986.0,7172.0,6.0,1.0,3.0,3.0,single_family,,Santa Fe,"['dishwasher', 'fireplace', 'hardwood_floors', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'library', 'big_lot', 'efficient', 'mountain_view', 'views']",
32,1983.0,1249.0,1.0,1.0,2.0,1.0,single_family,,Santa Fe,"['community_security_features', 'dining_room', 'dishwasher', 'fireplace', 'laundry_room', 'washer_dryer', 'single_story', 'garage_1_or_more', 'big_yard', 'fenced_yard', 'solar_system', 'big_lot', 'mountain_view']",
33,1974.0,578.0,1.0,1.0,1.0,,condos,,Santa Fe,"['community_clubhouse', 'recreation_facilities', 'tennis_court', 'washer_dryer', 'community_swimming_pool', 'single_story', 'medicalcare']",
34,1994.0,2625.0,3.0,2.0,3.0,2.0,single_family,,Santa Fe,"['fireplace', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'library', 'big_lot', 'trails', 'shopping']",
35,1989.0,2375.0,2.0,2.0,3.0,2.0,single_family,,Santa Fe,"['fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'open_floor_plan', 'floor_plan', 'private_courtyard', 'clubhouse', 'trails', 'shopping']",
36,1983.0,1588.0,2.0,1.0,3.0,2.0,single_family,,Santa Fe,"['central_air', 'community_security_features', 'dishwasher', 'fireplace', 'recreation_facilities', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'no_hoa', 'park', 'trails', 'groundscare', 'medicalcare', 'shopping']",
37,1981.0,2800.0,3.0,1.0,4.0,2.0,single_family,,Santa Fe,"['community_security_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'floor_plan', 'front_porch', 'solar_system', 'big_lot', 'horse_stables', 'horse_property', 'solar_panels', 'new_roof']",
38,1995.0,4199.0,4.0,2.0,4.0,2.0,single_family,,Santa Fe,"['dishwasher', 'fireplace', 'hardwood_floors', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'high_ceiling', 'open_floor_plan', 'floor_plan', 'media_room', 'rental_property', 'big_lot', 'fenced_courtyard']",
39,1978.0,2201.0,2.0,1.0,4.0,2.0,single_family,,Santa Fe,"['community_security_features', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'fixer_upper']",
40,1985.0,874.0,1.0,1.0,2.0,,condos,,Santa Fe,"['central_air', 'community_security_features', 'dishwasher', 'forced_air', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'master_bedroom', 'maintenance']",
41,2006.0,3099.0,3.0,2.0,3.0,3.0,single_family,,Santa Fe,"['community_security_features', 'dishwasher', 'fireplace', 'recreation_facilities', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more']",
0,,,0.0,,,,land,,Phoenix,"['cul_de_sac', 'medicalcare']",410000
