,year_built,sqft,baths,stories,beds,garage,type,is_foreclosure,city,tags,price
0,1993.0,1926.0,2.0,1.0,3.0,2.0,single_family,,Indianapolis,"['central_air', 'community_golf', 'community_spa_or_hot_tub', 'dining_room', 'fireplace', 'forced_air', 'golf_course_view', 'recreation_facilities', 'view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'cathedral_ceiling', 'master_bedroom', 'ensuite', 'farm', 'ranch', 'clubhouse', 'golf_course']",269000
1,2004.0,2298.0,3.0,2.0,3.0,2.0,single_family,,Indianapolis,"['central_air', 'dining_room', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'community_swimming_pool', 'big_yard', 'fenced_yard', 'clubhouse']",315000
2,2003.0,2376.0,2.0,2.0,3.0,2.0,single_family,,Indianapolis,"['central_air', 'community_security_features', 'dining_room', 'fireplace', 'forced_air', 'hardwood_floors', 'lake_view', 'view', 'water_view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'waterfront', 'modern_kitchen', 'outdoor_kitchen', 'big_yard', 'cathedral_ceiling', 'master_bedroom', 'ensuite', 'pond', 'views']",385000
3,1986.0,936.0,2.0,2.0,2.0,1.0,condos,,Indianapolis,"['central_air', 'community_spa_or_hot_tub', 'dining_room', 'fireplace', 'lake_view', 'recreation_facilities', 'view', 'water_view', 'two_or_more_stories', 'garage_1_or_more', 'waterfront', 'vaulted_ceiling', 'pond', 'shopping']",161500
4,2003.0,3240.0,3.0,2.0,4.0,2.0,single_family,,Indianapolis,"['city_view', 'community_park', 'community_spa_or_hot_tub', 'den_or_office', 'dining_room', 'fireplace', 'forced_air', 'recreation_facilities', 'view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'media_room', 'ensuite', 'park', 'golf_course', 'trails', 'shopping']",310000
5,2001.0,1899.0,3.0,2.0,3.0,2.0,single_family,,Indianapolis,"['central_air', 'fireplace', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",220000
6,1954.0,1360.0,1.0,2.0,2.0,2.0,single_family,,Indianapolis,"['basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fixer_upper']",75000
7,2007.0,1455.0,2.0,1.0,3.0,2.0,single_family,,Indianapolis,"['central_air', 'city_view', 'community_spa_or_hot_tub', 'dining_room', 'energy_efficient', 'fireplace', 'forced_air', 'recreation_facilities', 'view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'ensuite']",220000
8,1993.0,2548.0,4.0,2.0,4.0,2.0,single_family,,Indianapolis,"['central_air', 'community_spa_or_hot_tub', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'golf_course_view', 'recreation_facilities', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'big_yard', 'high_ceiling', 'master_bedroom', 'golf_course']",330000
9,2003.0,2595.0,3.0,2.0,3.0,2.0,single_family,,Indianapolis,"['central_air', 'community_spa_or_hot_tub', 'dining_room', 'family_room', 'forced_air', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'kitchen_island', 'new_roof', 'park', 'shopping']",325000
10,1973.0,1012.0,1.0,2.0,2.0,,condos,,Indianapolis,"['central_air', 'dining_room', 'forced_air', 'two_or_more_stories']",69000
11,2005.0,2246.0,3.0,2.0,3.0,2.0,single_family,,Indianapolis,"['central_air', 'community_park', 'den_or_office', 'dining_room', 'forced_air', 'recreation_facilities', 'view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'golf_course', 'views']",281000
12,1920.0,1110.0,2.0,1.0,2.0,1.0,single_family,,Indianapolis,"['single_story', 'garage_1_or_more']",85000
13,1925.0,1071.0,1.0,1.0,3.0,,single_family,,Indianapolis,"['central_air', 'forced_air', 'basement', 'single_story', 'rental_property']",100000
14,1950.0,1822.0,1.0,1.0,3.0,1.0,single_family,,Indianapolis,"['basement', 'central_air', 'forced_air', 'garage_1_or_more', 'single_story']",261000
15,2022.0,2119.0,3.0,2.0,3.0,2.0,condos,,Indianapolis,"['central_air', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",323000
16,1924.0,825.0,1.0,1.0,2.0,,single_family,,Indianapolis,"['central_air', 'forced_air', 'basement', 'single_story', 'front_porch']",92500
17,1920.0,970.0,1.0,1.0,2.0,,single_family,,Indianapolis,"['central_air', 'community_spa_or_hot_tub', 'dining_room', 'recreation_facilities', 'basement', 'single_story', 'fenced_yard', 'front_porch', 'rental_property', 'park', 'groundscare']",160000
18,1993.0,2461.0,4.0,1.0,3.0,2.0,single_family,,Indianapolis,"['central_air', 'fireplace', 'hardwood_floors', 'laundry_room', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'fenced_yard', 'cathedral_ceiling', 'master_bedroom', 'master_suite']",421000
19,2021.0,2953.0,3.0,2.0,4.0,2.0,single_family,,Indianapolis,"['central_air', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",360000
20,1948.0,1290.0,1.0,1.0,2.0,2.0,single_family,,Indianapolis,"['central_air', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'fenced_yard', 'trails', 'shopping']",280000
21,1959.0,1394.0,2.0,1.0,3.0,2.0,single_family,,Indianapolis,"['central_air', 'city_view', 'dining_room', 'energy_efficient', 'forced_air', 'view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'no_hoa', 'big_lot', 'farm', 'ranch']",218829
22,1920.0,1483.0,2.0,2.0,3.0,,single_family,,Indianapolis,"['central_air', 'forced_air', 'basement', 'two_or_more_stories']",143500
23,1962.0,1044.0,1.0,1.0,3.0,1.0,single_family,,Indianapolis,"['central_air', 'city_view', 'community_spa_or_hot_tub', 'energy_efficient', 'fireplace', 'forced_air', 'recreation_facilities', 'view', 'single_story', 'garage_1_or_more', 'updated_kitchen', 'fenced_yard', 'floor_plan', 'rental_property', 'open_house']",165900
24,1996.0,2741.0,4.0,2.0,3.0,2.0,single_family,,Indianapolis,"['central_air', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",530000
25,1959.0,957.0,1.0,1.0,3.0,1.0,single_family,,Lawrence,"['central_air', 'single_story', 'garage_1_or_more', 'modern_kitchen', 'large_kitchen', 'beautiful_backyard', 'new_roof']",145000
26,1988.0,1560.0,2.0,2.0,3.0,2.0,single_family,,Indianapolis,"['central_air', 'city_view', 'community_security_features', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'updated_kitchen', 'fenced_yard', 'open_floor_plan', 'floor_plan']",236000
27,,,,,,,,,Indianapolis,,162000
28,1989.0,1520.0,3.0,2.0,4.0,2.0,single_family,,Indianapolis,"['central_air', 'city_view', 'dining_room', 'fireplace', 'forced_air', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'vaulted_ceiling', 'hoa']",265000
29,1981.0,1302.0,1.0,1.0,3.0,1.0,single_family,,Indianapolis,"['central_air', 'forced_air', 'single_story', 'garage_1_or_more', 'investment_opportunity']",158000
30,2007.0,1590.0,2.0,1.0,2.0,2.0,condos,,Indianapolis,"['central_air', 'city_view', 'community_clubhouse', 'community_park', 'community_spa_or_hot_tub', 'community_tennis_court', 'corner_lot', 'cul_de_sac', 'den_or_office', 'dining_room', 'fireplace', 'forced_air', 'recreation_facilities', 'tennis_court', 'view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'community_swimming_pool', 'floor_plan']",240000
31,1940.0,1038.0,1.0,1.0,2.0,1.0,single_family,,Indianapolis,"['central_air', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'basement', 'single_story', 'garage_1_or_more', 'fenced_yard', 'wooded_land', 'rental_property', 'trails']",322000
32,2005.0,1478.0,2.0,1.0,3.0,2.0,single_family,,Indianapolis,"['central_air', 'corner_lot', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more']",235000
33,,,,,,,,,Indianapolis,,294988
34,,,0.0,,,,other,,Indianapolis,,676860
35,2020.0,1258.0,3.0,2.0,2.0,1.0,single_family,,Indianapolis,"['central_air', 'city_view', 'forced_air', 'view', 'two_or_more_stories', 'garage_1_or_more', 'granite_kitchen', 'fenced_yard', 'ensuite']",300000
36,1952.0,2160.0,2.0,2.0,4.0,1.0,single_family,,Indianapolis,"['central_air', 'city_view', 'dining_room', 'family_room', 'forced_air', 'hardwood_floors', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'big_yard', 'fenced_yard', 'community_center', 'park', 'trails', 'shopping']",330000
37,,,,,,,,,Indianapolis,,349990
38,1960.0,1852.0,2.0,1.0,4.0,2.0,single_family,,Indianapolis,"['hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'investment_opportunity']",140000
39,1985.0,1824.0,4.0,,3.0,1.0,townhomes,,Indianapolis,"['central_air', 'city_view', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'lake_view', 'view', 'water_view', 'basement', 'garage_1_or_more', 'waterfront', 'two_or_more_stories', 'pond', 'views', 'shopping']",210000
40,1989.0,1504.0,2.0,2.0,2.0,2.0,condos,,Indianapolis,"['city_view', 'community_spa_or_hot_tub', 'community_tennis_court', 'fireplace', 'recreation_facilities', 'tennis_court', 'view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'community_swimming_pool', 'efficient', 'tennis']",163000
41,1987.0,2312.0,2.0,1.0,3.0,2.0,single_family,,Indianapolis,"['central_air', 'community_security_features', 'den_or_office', 'dining_room', 'fireplace', 'forced_air', 'horse_facilities', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'outbuilding', 'big_lot', 'farm', 'ranch']",655000
0,1957.0,1446.0,2.0,1.0,3.0,,single_family,,Little Rock,"['carport', 'hardwood_floors', 'single_story', 'granite_kitchen']",162000
1,2018.0,3928.0,5.0,3.0,4.0,3.0,single_family,,Little Rock,"['community_outdoor_space', 'community_security_features', 'energy_efficient', 'fireplace', 'hardwood_floors', 'lake_view', 'spa_or_hot_tub', 'view', 'water_view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'big_lot', 'efficient', 'pond']",1170000
2,1979.0,1633.0,3.0,2.0,3.0,2.0,single_family,,Little Rock,"['community_outdoor_space', 'community_park', 'cul_de_sac', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'big_yard', 'groundscare', 'shopping']",225000
3,1955.0,754.0,1.0,1.0,2.0,,single_family,,Little Rock,"['carport', 'hardwood_floors', 'single_story', 'modern_kitchen', 'rental_property', 'investment_opportunity']",115000
4,1940.0,2184.0,2.0,1.0,4.0,3.0,single_family,,Little Rock,"['recreation_facilities', 'single_story', 'new_roof']",63000
5,1954.0,1119.0,1.0,1.0,3.0,,single_family,,Little Rock,"['carport', 'single_story', 'updated_kitchen', 'private_backyard']",135000
6,2007.0,1386.0,2.0,1.0,3.0,2.0,single_family,,Mabelvale,"['community_outdoor_space', 'corner_lot', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'rental_property', 'big_lot']",150000
7,1939.0,2300.0,2.0,2.0,4.0,,single_family,,Little Rock,"['corner_lot', 'fireplace', 'hardwood_floors', 'two_or_more_stories', 'garage_1_or_more']",530000
8,,,0.0,,,,land,,Little Rock,['garage_1_or_more'],76000
9,1966.0,1750.0,2.0,1.0,3.0,,single_family,,Little Rock,"['carport', 'community_outdoor_space', 'den_or_office', 'hardwood_floors', 'laundry_room', 'single_story', 'beautiful_backyard', 'library', 'community_center']",159900
10,2016.0,3724.0,4.0,2.0,4.0,,single_family,,Little Rock,"['carport', 'community_outdoor_space', 'community_security_features', 'fireplace', 'hardwood_floors', 'two_or_more_stories', 'gourmet_kitchen', 'shopping']",980000
11,1981.0,1546.0,2.0,2.0,3.0,2.0,single_family,,Little Rock,"['community_outdoor_space', 'fireplace', 'hardwood_floors', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'fenced_yard']",259900
12,1927.0,4596.0,3.0,3.0,4.0,,single_family,,Little Rock,"['community_golf', 'community_park', 'community_tennis_court', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'tennis_court', 'two_or_more_stories', 'groundscare']",570000
13,1982.0,2851.0,3.0,2.0,4.0,2.0,single_family,,Little Rock,"['community_clubhouse', 'community_outdoor_space', 'community_park', 'community_tennis_court', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'tennis_court', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'community_swimming_pool', 'playground', 'tennis', 'trails', 'lake']",417000
14,2000.0,2340.0,3.0,2.0,4.0,2.0,single_family,,Little Rock,"['community_outdoor_space', 'community_park', 'community_security_features', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'spa_or_hot_tub', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'vaulted_ceiling', 'library', 'efficient', 'playground', 'shopping']",396500
15,1977.0,2124.0,3.0,2.0,4.0,2.0,single_family,,Little Rock,"['community_outdoor_space', 'community_park', 'community_tennis_court', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'tennis_court', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'community_swimming_pool', 'private_backyard', 'clubhouse', 'playground', 'golf_course', 'tennis', 'volleyball', 'trails']",150000
16,1969.0,2054.0,2.0,2.0,4.0,2.0,single_family,,Little Rock,"['two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'shopping']",9000
17,1970.0,1497.0,2.0,2.0,3.0,2.0,single_family,,Little Rock,"['community_outdoor_space', 'fireplace', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'shopping']",255000
18,1950.0,840.0,1.0,1.0,2.0,,single_family,,Little Rock,"['carport', 'single_story']",63500
19,,,0.0,,,,land,,Little Rock,"['city_view', 'river_view', 'view', 'water_view', 'garage_1_or_more']",453990
20,2006.0,3084.0,2.0,1.0,3.0,2.0,single_family,,Little Rock,"['community_outdoor_space', 'community_security_features', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'open_kitchen', 'vaulted_ceiling', 'smart_homes', 'new_roof']",455000
21,2003.0,1678.0,2.0,1.0,3.0,,single_family,,Little Rock,"['community_outdoor_space', 'community_security_features', 'fireplace', 'recreation_facilities', 'spa_or_hot_tub', 'single_story', 'garage_1_or_more', 'big_yard', 'fenced_yard', 'master_bedroom']",222000
22,1922.0,1651.0,2.0,1.0,3.0,,single_family,,Little Rock,"['carport', 'community_outdoor_space', 'corner_lot', 'hardwood_floors', 'single_story', 'updated_kitchen', 'front_porch', 'shopping']",379000
23,1976.0,2660.0,3.0,2.0,3.0,2.0,single_family,,Little Rock,"['community_clubhouse', 'community_outdoor_space', 'community_park', 'community_tennis_court', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",190000
24,1970.0,864.0,1.0,1.0,2.0,,single_family,,Little Rock,"['carport', 'community_outdoor_space', 'single_story', 'fenced_yard']",48500
25,1961.0,1681.0,2.0,2.0,3.0,1.0,single_family,,Little Rock,"['community_outdoor_space', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'open_floor_plan', 'floor_plan', 'investment_opportunity']",175000
26,,,0.0,,,,land,,Little Rock,"['community_park', 'recreation_facilities', 'swimming_pool', 'garage_1_or_more', 'corner_lot', 'big_lot']",107500
27,1969.0,1108.0,2.0,1.0,3.0,,single_family,,Little Rock,"['carport', 'single_story', 'new_roof']",103000
28,1992.0,1600.0,2.0,1.0,3.0,2.0,single_family,,Little Rock,"['community_outdoor_space', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'vaulted_ceiling', 'floor_plan', 'master_suite', 'ensuite']",236500
29,1969.0,1700.0,2.0,1.0,4.0,,single_family,,Little Rock,"['community_outdoor_space', 'fireplace', 'hardwood_floors', 'single_story', 'modern_kitchen', 'large_kitchen', 'big_yard']",225000
30,1981.0,1054.0,2.0,2.0,2.0,,townhomes,,Little Rock,"['community_outdoor_space', 'corner_lot', 'fireplace', 'hardwood_floors', 'two_or_more_stories', 'guest_parking', 'rental_property', 'shopping']",100000
31,1930.0,4344.0,,2.0,,,multi_family,,Little Rock,"['hardwood_floors', 'two_or_more_stories', 'rental_property']",325000
32,1978.0,2457.0,2.0,1.0,4.0,,single_family,,Little Rock,"['community_outdoor_space', 'fireplace', 'single_story']",258000
33,1920.0,1428.0,1.0,2.0,3.0,,single_family,,Little Rock,"['community_outdoor_space', 'hardwood_floors', 'recreation_facilities', 'basement', 'two_or_more_stories']",39900
34,1964.0,999.0,2.0,1.0,3.0,,single_family,,Little Rock,"['carport', 'hardwood_floors', 'single_story', 'fenced_yard', 'rental_property', 'new_roof', 'shopping', 'fixer_upper']",75000
35,2014.0,3529.0,4.0,1.0,4.0,3.0,single_family,,Little Rock,"['community_outdoor_space', 'community_security_features', 'corner_lot', 'cul_de_sac', 'energy_efficient', 'fireplace', 'hardwood_floors', 'spa_or_hot_tub', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'coffer_ceiling', 'storm_shelter', 'master_suite', 'rental_property', 'big_lot', 'smart_homes', 'shopping']",615000
36,2006.0,2569.0,3.0,2.0,4.0,2.0,single_family,,Little Rock,"['community_outdoor_space', 'community_park', 'community_tennis_court', 'fireplace', 'hardwood_floors', 'lake_view', 'recreation_facilities', 'tennis_court', 'view', 'water_view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'community_swimming_pool', 'basement', 'big_yard', 'new_roof', 'shopping']",388000
37,2015.0,3314.0,5.0,2.0,5.0,2.0,single_family,,Little Rock,"['community_outdoor_space', 'energy_efficient', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'gourmet_kitchen', 'exposed_brick']",1150000
38,1943.0,1384.0,2.0,1.0,3.0,,single_family,,Little Rock,"['community_park', 'community_tennis_court', 'hardwood_floors', 'recreation_facilities', 'tennis_court', 'single_story', 'tennis']",305000
39,1966.0,881.0,1.0,1.0,2.0,,single_family,,Little Rock,"['carport', 'hardwood_floors', 'single_story', 'rental_property']",56000
40,1973.0,1537.0,2.0,1.0,3.0,2.0,single_family,,Little Rock,"['single_story', 'garage_1_or_more', 'garage_2_or_more', 'investment_opportunity']",75000
41,1989.0,1092.0,2.0,1.0,3.0,1.0,single_family,,Alexander,"['community_outdoor_space', 'community_security_features', 'single_story', 'garage_1_or_more', 'fenced_yard', 'master_bathroom', 'master_bedroom']",148000
0,1952.0,892.0,1.0,1.0,2.0,1.0,single_family,,Denver,"['city_view', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'forced_air', 'laundry_room', 'view', 'washer_dryer', 'single_story', 'garage_1_or_more', 'big_yard', 'farm', 'ranch', 'new_roof', 'clubhouse', 'trails']",450000
1,1997.0,1003.0,2.0,1.0,2.0,,condos,,Denver,"['central_air', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'pets_allowed', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'single_story', 'master_suite', 'ensuite']",318000
2,1972.0,2754.0,3.0,2.0,4.0,2.0,single_family,,Denver,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'kitchen_island', 'large_kitchen', 'private_backyard', 'no_hoa', 'ensuite', 'investment_opportunity']",570000
3,1967.0,855.0,1.0,1.0,1.0,1.0,condos,,Denver,"['central_air', 'community_clubhouse', 'community_golf', 'community_gym', 'community_spa_or_hot_tub', 'dishwasher', 'golf_course_lot_or_frontage', 'golf_course_view', 'pets_allowed', 'recreation_facilities', 'senior_community', 'view', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'handicap_access', 'elevator', 'golf_course', 'trails', 'hoa']",189000
4,1967.0,3384.0,3.0,1.0,4.0,2.0,single_family,,Denver,"['central_air', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'family_room', 'forced_air', 'hardwood_floors', 'laundry_room', 'spa_or_hot_tub', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'efficient', 'farm', 'ranch', 'new_roof', 'park', 'golf_course', 'trails']",675000
5,1905.0,1409.0,2.0,2.0,2.0,1.0,condos,,Denver,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'pets_allowed', 'view', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more']",496000
6,,,0.0,,,,land,,Denver,"['city_view', 'recreation_facilities', 'view', 'basement', 'updated_kitchen', 'modern_kitchen', 'rental_property', 'farm', 'playground', 'lake']",750000
7,1895.0,3306.0,4.0,2.0,4.0,2.0,single_family,,Denver,"['central_air', 'community_security_features', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'laundry_room', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'master_suite', 'ensuite']",1250000
8,1949.0,790.0,1.0,1.0,2.0,,single_family,,Denver,"['central_air', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'forced_air', 'laundry_room', 'single_story', 'updated_kitchen', 'fenced_yard', 'no_hoa', 'rv_parking', 'groundscare']",360000
9,2000.0,1931.0,3.0,2.0,3.0,2.0,single_family,,Denver,"['central_air', 'dishwasher', 'family_room', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'shopping']",480000
10,2003.0,1019.0,2.0,1.0,2.0,1.0,condos,,Denver,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'recreation_facilities', 'view', 'washer_dryer', 'single_story', 'garage_1_or_more', 'master_bedroom', 'ensuite', 'hoa', 'medicalcare', 'shopping']",368000
11,1931.0,714.0,1.0,1.0,1.0,,condos,,Denver,"['city_view', 'dining_room', 'hardwood_floors', 'laundry_room', 'view', 'single_story', 'basement', 'shopping']",310000
12,1984.0,959.0,2.0,1.0,2.0,1.0,condos,,Denver,"['central_air', 'community_security_features', 'dining_room', 'dishwasher', 'forced_air', 'laundry_room', 'pets_allowed', 'washer_dryer', 'single_story', 'garage_1_or_more', 'farm', 'ranch', 'mountain_view']",395000
13,1955.0,1654.0,2.0,1.0,3.0,2.0,single_family,,Denver,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'forced_air', 'laundry_room', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'efficient']",522500
14,1966.0,2724.0,3.0,1.0,4.0,2.0,single_family,,Denver,"['central_air', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'beautiful_backyard', 'corner_lot', 'tennis_court', 'big_lot', 'farm', 'ranch', 'new_roof', 'playground', 'tennis', 'trails', 'groundscare', 'maintenance', 'shopping']",784000
15,1896.0,662.0,1.0,1.0,1.0,1.0,condos,,Denver,"['central_air', 'community_gym', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'forced_air', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'single_story', 'garage_1_or_more', 'kitchen_island', 'floor_plan', 'exposed_brick', 'elevator', 'hoa', 'maintenance']",415000
16,1982.0,851.0,1.0,1.0,1.0,1.0,condos,,Denver,"['central_air', 'community_outdoor_space', 'den_or_office', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'pets_allowed', 'washer_dryer', 'single_story', 'garage_1_or_more', 'new_roof', 'shopping']",328500
17,1925.0,1766.0,2.0,1.0,3.0,,single_family,,Denver,"['community_outdoor_space', 'den_or_office', 'dishwasher', 'forced_air', 'basement', 'single_story', 'ensuite', 'park', 'groundscare', 'shopping']",487000
18,1951.0,1351.0,2.0,1.0,3.0,1.0,single_family,,Denver,"['central_air', 'city_view', 'dining_room', 'dishwasher', 'family_room', 'forced_air', 'laundry_room', 'view', 'single_story', 'garage_1_or_more']",525000
19,1936.0,590.0,1.0,1.0,1.0,,condos,,Denver,"['carport', 'city_view', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'hardwood_floors', 'laundry_room', 'pets_allowed', 'spa_or_hot_tub', 'view', 'washer_dryer', 'basement', 'single_story', 'private_backyard', 'fenced_yard', 'views', 'hoa', 'maintenance']",345000
20,1971.0,2528.0,3.0,1.0,3.0,2.0,condos,,Denver,"['central_air', 'city_view', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_security_features', 'community_spa_or_hot_tub', 'den_or_office', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'hill_or_mountain_view', 'laundry_room', 'pets_allowed', 'recreation_facilities', 'view', 'washer_dryer', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'library', 'clubhouse', 'shopping']",1500000
21,1951.0,797.0,1.0,1.0,2.0,1.0,single_family,,Denver,"['community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'forced_air', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'single_story', 'garage_1_or_more', 'farm', 'ranch', 'trails', 'maintenance', 'shopping']",419000
22,1999.0,1041.0,2.0,1.0,2.0,1.0,condos,,Denver,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'energy_efficient', 'forced_air', 'hardwood_floors', 'hill_or_mountain_view', 'laundry_room', 'view', 'washer_dryer', 'single_story', 'garage_1_or_more']",555000
23,1962.0,2028.0,2.0,1.0,5.0,1.0,single_family,,Denver,"['central_air', 'community_outdoor_space', 'family_room', 'forced_air', 'hardwood_floors', 'laundry_room', 'spa_or_hot_tub', 'basement', 'single_story', 'garage_1_or_more', 'modern_kitchen', 'large_kitchen', 'big_yard', 'farm', 'ranch', 'pond', 'park', 'shopping']",428000
24,2015.0,778.0,1.0,3.0,1.0,,condos,,Denver,"['central_air', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories']",225000
25,1957.0,2080.0,3.0,1.0,4.0,2.0,single_family,,Denver,"['community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'family_room', 'forced_air', 'laundry_room', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'master_suite', 'ensuite', 'park', 'groundscare', 'shopping']",823500
